RCN;Code;Title;ShortTitle;Language
17210;SEC-2011.4.2-2;Unmanned search and rescue solutions – Integration Project;;en
17211;SEC-2011.5.3-4;Video archive search– Capability Project;;en
17212;SiS.2011.1.1.1-5;A Forward Look at new ways of doing and organising research in our knowledge societies;;en
17213;SiS-2007-1.1.3.1;Action to establish a transdisciplinary research community on science and culture;;en
17214;SiS.2011.1.3.4-1;Clusters of cities of scientific culture for innovation;;en
17215;SiS-2007-3.0.5.2;Descartes Prize for  Science communication;;en
17216;SiS-2007-3.0.5.1;Descartes Prize for  Scientific cooperation;;en
17217;SiS-2008-3.0.5.1;Descartes prizes for trans-national collaborative research;;en
17218;SiS-1.3.1;Encouraging the debate on information dissemination, including access to scientific results and the future of scientific publications, taking also into account measures to improve access by the public;;en
17219;SiS.2011.2.2.3-2;European events to bring together young researchers with distinguished scientists as role models;;en
17220;SiS.2011.3.0.5-1;European Union Contest for Young Scientists (EUCYS) 2011;;en
17221;SiS.2011.1.2.2-1;Expert group on dealing with ethical and regulatory challenges of international biobank research;;en
17222;SiS.2011.2.1.1-3;Expert group on innovation through gender;;en
17223;SiS-2007-1.2.2.2;Forum of National Ethics Councils;;en
17224;SiS-2008-2.1.3.1;Gender and leadership in medicine;;en
17225;SiS-2.1.2;Gender dimension of research;;en
17226;SiS.2011.1.1.1-2;Grant to an identified beneficiary: Polish Presidency Conference;;en
17227;SiS-2008-2.2.2.1;Identification of trends in scientific studies;;en
17228;SiS.2011.2.1.1-1;Implementing structural change in research organisations/ universities;;en
17229;SiS-1.3.3;Improving the use, and monitoring the impact, of scientific advice and expertise for policy-making in Europe (including risk management), and  developing practical tools and schemes (e.g. electronic networks);;en
17230;SiS-2007-1.2.2.4;International dialogue: capacity building in developing countries;;en
17231;SiS.2011.1.1.1-1;Involvement of civil society organisations in research;;en
17232;SiS-2.1.3;Mainstreaming gender in Community research policy and programmes;;en
17233;SiS.2011.1.0-1;Mobilisation and Mutual Learning (MML) Action Plans on societal challenges;;en
17234;SiS-4.0.3;Operation of the European Advisory Board (EURAB);;en
17235;SiS-2008-3.0.5.2;Prizes for science communication;;en
17236;SiS-1.3.2;Promoting Trust and Self-Regulation in the Scientific Community;;en
17237;SiS-1.1.5;Public understanding of science and promotion of public debate;;en
17238;SiS.2011.1.1.1-3;Regulating emerging scientific and technological developments;;en
17239;SiS.2011.1.3.1-1;Reinforcing European strategies on access, dissemination and preservation of scientific information in the digital age;;en
17240;SiS-2.2.3;Research and coordination actions on new methods in science education;;en
17241;SiS.2011.2.2.3.1;Science and mathematics related activities carried out in pre-school and in the first years of primary schools: their link to the development of creative skills;;en
17242;SiS.2011.3.0.6-1;Science-Society interaction in the digital technologies era;;en
17243;SiS-4.0.2;Structuring Activities;;en
17244;SiS.2011.4.0.0-1;Studies to assist the European Research Area Board;;en
17245;SiS.2011.1.3.1-2;Study to develop an indicator to measure open access;;en
17246;SiS.2011.2.2.1-1;Supporting and coordinating actions on innovative methods in science education: teacher training on inquiry based teaching methods on a large scale in Europe;;en
17247;SiS.2011.4.0.0-2;Supporting specific tasks of the network of Science in Society National Contact Points;;en
17248;SiS.2011.2.1.1-2;Survey on the existence of collective labour agreements in the field of public and private research;;en
17249;SiS-1.3.4;The reciprocal influence of science and culture;;en
17250;SiS-1.1.4;The role and image of scientists;;en
17251;SME-2008-2;Research for SME associations;;en
17252;SME-2007-2-01;Research for SME associations;;en
17253;SME-2007-1-01;Research for SMEs;;en
17254;SME-2008-1;Research for SMEs;;en
17255;SME-2007-3-01;Support to dissemination and exploitation of research results and exchange of good practices;;en
17256;SME-2007-3-03;The co-ordination of national/regional programmes targeting SMEs in a similar way as Research for SME associations (ERA-NET);;en
17257;SME-2007-3-02;The co-ordination of national/regional programmes targeting SMEs in a similar way as Research for SMEs (ERA-NET);;en
17258;SME-2007-3-04;The development of implementation modalities for 'Support to national schemes providing financial support to SMEs or SME associations to prepare proposals for actions under 'Research for the Benefit of SMEs' (exploratory awards)' (ERA-NET);;en
17259;SME-2007-3-05;Trans-national co-operation among NCPs;;en
17260;SSH.2011.2.2-1;Addressing cohesion challenges in Central and Eastern Europe;;en
17261;SSH.2011.6.2-1;Beyond GDP – Measuring economic performance and social progress;;en
17262;SSH.2011.2.1-2;Combating poverty in Europe: a key question of human dignity and social cohesion;;en
17263;SSH.2011.4.1-2;Connections between rural areas and cities in Sub-Saharan Africa;;en
17264;SSH.2011.5.1-1;Corruption and resistance to corruption in the private and public sphere;;en
17265;SSH.2011.3.2-1;Criminal behaviour and policy responses in the European Union;;en
17266;SSH.2011.3.3-1;Cultural encounters (ERA-Net Plus);;en
17267;SSH.2011.3.2-2;Drug demand and supply reduction(ERA-Net);;en
17268;SSH.2011.2.1-1;Economic, social and political conditions for satisfying the world food needs;;en
17269;SSH-2007-7.1.1-03;ERA towards 2020: scenarios and options for the future (Expert groups);;en
17270;SSH-2007-8.0-06;ERA-NET and ERA-NET Plus;;en
17271;SSH.2011.1.2-1;Europe moving towards a new path of economic growth and social development;;en
17272;SSH.2011.7.1-1;Forward Visions on the European Research Area;;en
17273;SSH.2011.8.8-2;ICT-based networking and exploiting of SSH projects and results;;en
17274;SSH.2011.6.4-1;Impact assessment of EU policies;;en
17275;SSH-2007-8.0-05;Impact assessment studies (study following a call for tender);;en
17276;SSH-7.1.1;Inside the European Research Area;;en
17277;SSH-2007-7.2.-01;"Lead markets and S&amp;T specialisation in Europe (Expert Groups; Call(s) for tender)";;en
17278;SSH.2011.1.1-1;Lifelong learning in Europe: appropriate skills for sustaining better jobs;;en
17279;SSH-2007-7.1.1-01;Mapping the past in view of the future integration of the Eurepean Research Area (Call(s) for tender);;en
17280;SSH.2010.8-2;METRIS II;;en
17281;SSH-2007-8.0-07;Monitoring European Trends in Research in the Socio-economic sciences and humanities (METRIS) (High Level Groups and Call(s) for tender);;en
17282;SSH-7.5.00.01;Mutual Learning and Cooperation;;en
17283;SSH-2007-7.5-01;Mutual Learning and Cooperation;;en
17284;SSH.2011.8.8-1;Networking of Dissemination Activities Involving International Transfer Knowledge Institutes;;en
17285;SSH.2011.1.3-1;New Innovation Processes including Social Innovation;;en
17286;SSH-7.1.2;Outside the European Research Area;;en
17287;SSH-2008-8.8;Presidency conference on social sciences and humanities perspectives on global change: grant to named beneficiary;;en
17288;SSH.2010.8-5;Quantification of climate change impacts on economic sectors in the Arctic;;en
17289;SSH.2011.5.2-2;Rule of Law and Justice in a Multilevel Governance System;;en
17290;SSH-2008-7.1.1.2;Scale and Scope as Drivers of the European Research Area;;en
17291;SSH-2007-7.1.1-02;Scale and Scope as drivers of the European research Area (Call(s) for tender);;en
17292;SSH-2007-2.2-03;Social platform on cities and social cohesion;;en
17293;SSH.2011.1.2-2;Social platform on innovative Social Services;;en
17294;SSH.2010.8-3;Spanish Presidency Conference on science and poverty;;en
17295;SSH.2010.8-7;Sub-seabed carbon storage and the marine environment;;en
17296;SSH.2010.8-4;Support to ex-ante impact assessment of SSH programmes for FP8;;en
17297;SSH.2011.5.1-2;Surveillance and the challenges for democracy and an open society;;en
17298;SSH.2011.4.1-1;Tackling poverty in a development context;;en
17299;SSH.2011.5.2-1;The Anthropology of European Integration;;en
17300;SSH.2011.4.2-1;The evolving concept of borders;;en
17301;SSH-2007-7.3-01;The Future of Universities (Expert Group);;en
17302;SSH-2007-7.1.2-01;"The Joint Exploration of S&amp;T Issues with Other Research Intensive Economies  (Expert Groups; Call(s) for tender)";;en
17303;SSH-2008-7.1.2.1;"The Joint Exploration of S&amp;T Issues with Other Research-intensive Economies ";;en
17304;SSH-2008-8.3;topic no implemented;;en
17305;SSH.2011.4.3-1;Transatlantic relations in the context of global governance architecture and relationships with other powers;;en
17306;SSH.2010.8-6;Vectors of changes in marine life, impact on economic sectors;;en
17307;INFRA-2007-3.0-04;Coordination actions to support emerging needs;;en
17308;INFRA-2007-1.2-02;Deployment of e-Infrastructures for scientific communities;;en
17309;INFRA-2007-2.1-02;Design studies for e-Infrastructures;;en
17310;INFRA-2009-3.1;"ERA-NET supporting cooperation for research infrastructures in all S&amp;T fields";;en
17311;INFRA-2007-1.2-03;e-Science Grid infrastructures;;en
17312;INFRA-2011-1.1.2.;European Data Infrastructure for multidisciplinary research in the socio-economic behaviour of individuals and households, related to sustainability policy, climate change policy and environmental risk;;en
17313;INFRA-2011-1.1.5.;Facilities and resources for multinational clinical trials;;en
17314;INFRA-2011-1.1.8.;Facilities and resources for plant phenotyping;;en
17315;INFRA-2011-1.1.9.;Facilities and services for livestock physiology and phenomics;;en
17316;INFRA-2008-1.2.1;GÉANT;;en
17317;INFRA-2011-2.3.3.;"Implementation of common solutions for a cluster of ESFRI infrastructures in the field of ""Environmental Sciences""";;en
17318;INFRA-2011-2.3.2.;"Implementation of common solutions for a cluster of ESFRI infrastructures in the field of ""Life sciences""";;en
17319;INFRA-2011-2.3.1.;"Implementation of common solutions for a cluster of ESFRI infrastructures in the field of ""Social Sciences and Humanities""";;en
17320;INFRA-2011-1.1.17.;Infrastructures for Neutron Scattering and Muon Spectroscopy;;en
17321;INFRA-2011-1.1.12.;Integrated observatories and centres for marine and freshwater biodiversity and for long-term ecosystems research;;en
17322;INFRA-2011-1.1.4.;Integrating Archives for research on Contemporary European Social History;;en
17323;INFRA-2011-1.1.3.;Integrating Digital Archives and Resources for Research on Medieval and Modern European History;;en
17324;INFRA-2011-1.1.1.;Language Resources and Tools for cross-disciplinary research in social sciences and humanities;;en
17325;INFRA-2011-1.1.19.;Laser sources;;en
17326;INFRA-2011-1.1.7.;Life sciences bio-molecular data resources and services;;en
17327;INFRA-2007-2.2-02;"Preparatory phase for ""Computer and Data Treatment"" research infrastructures in the 2006 ESFRI Roadmap";;en
17328;INFRA-2011-1.1.21.;Research Infrastructures for advanced radio astronomy;;en
17329;INFRA-2011-1.1.23.;Research Infrastructures for astroparticle physics: High energy cosmic rays, multi-messenger approach;;en
17330;INFRA-2011-1.1.10.;Research Infrastructures for Carbon Cycle Observations;;en
17331;INFRA-2011-1.1.13.;Research infrastructures for forestry research;;en
17332;INFRA-2011-1.1.20.;Research Infrastructures for hadron physics: Studying the properties of nuclear matter at extreme conditions;;en
17333;INFRA-2011-1.1.16.;"Research Infrastructures for Hydrogen &amp; Fuel Cells facilities";;en
17334;INFRA-2011-1.1.22.;Research Infrastructures for optical/IR astronomy;;en
17335;INFRA-2007-1.2-01;Scientific Digital Repositories;;en
17336;INFRA-2007-3.0-03;Studies, conferences and coordination actions supporting policy development, including international cooperation, for e-Infrastructures;;en
17337;INFRA-2009-3.2;"Studies, conferences and coordination actions supporting policy development, including international cooperation, in all S&amp;T fields";;en
17338;INFRA-2007-3.0-02;"Studies, conferences and coordination actions supporting policy development, including international cooperation, in all S&amp;T fields";;en
17339;INFRA-2011-1.1.18.;Synchrotron radiation sources and Free Electron Lasers;;en
17376;INFRA-2011-1.1.11.;Integrated non-CO2 greenhouse gas Observing Systems;;en
17377;SP1-JTI-ENIAC-2011-4;Health and the aging society;;en
17378;SSH-2007-4.1-01;Europe's role in global economic governance;;en
17392;JTI-CS-2011-1-SGO-02-026;Modelica Model Library Development Part I;;en
17393;JTI-CS-2011-1-GRC-03-006;EMA for utility consumer systems: EMA for Landing Gear;;en
17412;JTI-CS-2011-1-ECO-02-008;Electrical Model of Generic Architecture Electrical Power Distribution;;en
17432;JTI-CS-2011-1-ECO-01-024;Simplified LCA Tool development;;en
17433;JTI-CS-2011-1-ECO-01-023;To develop recycling technologies of aeronautical composite materials through mechano-physical approaches;;en
17434;JTI-CS-2011-1-ECO-01-020;Chromate-free sealing of TSA;;en
